2026-09-16 02:09:54.932 140545 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=140545) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-16 02:50:12.425 140545 DEBUG oslo_concurrency.lockutils [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0" acquired by "nova.compute.manager.ComputeManager.terminate_instance.<locals>.do_terminate_instance" :: waited 0.001s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:50:12.427 140545 DEBUG oslo_concurrency.lockutils [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Acquiring lock "bf91602b-6a95-4684-8525-b5953c8e45d0-events" by "nova.compute.manager.InstanceEvents.clear_events_for_instance.<locals>._clear_events" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:512}}[00m
2026-09-16 02:50:12.427 140545 DEBUG oslo_concurrency.lockutils [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0-events" acquired by "nova.compute.manager.InstanceEvents.clear_events_for_instance.<locals>._clear_events" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:50:12.427 140545 DEBUG oslo_concurrency.lockutils [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0-events" "released" by "nova.compute.manager.InstanceEvents.clear_events_for_instance.<locals>._clear_events" :: held 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:50:12.429 140545 INFO nova.compute.manager [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Terminating instance
2026-09-16 02:50:12.441 140545 DEBUG nova.compute.manager [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Start destroying the instance on the hypervisor. [00;33m{{(pid=140545) _shutdown_instance /opt/stack/nova/nova/compute/manager.py:3237}}[00m
2026-09-16 02:50:12.448 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.450 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.658 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.735 140545 DEBUG nova.thread_pool_factory [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Queued Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=14.999453056021594 future=<Future at 0x7a343730bb30 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:50:12.736 140545 DEBUG nova.thread_pool_factory [-] Received Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=14.998424199060537 future=<Future at 0x7a343730bb30 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:50:12.736 140545 DEBUG nova.thread_pool_factory [-] Waitig for the deadline of Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=14.998153777094558 future=<Future at 0x7a343730bb30 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:50:12.737 140545 INFO nova.virt.libvirt.driver [-] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Instance destroyed successfully.
2026-09-16 02:50:12.737 140545 DEBUG nova.objects.instance [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lazy-loading 'resources' on Instance uuid bf91602b-6a95-4684-8525-b5953c8e45d0 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:50:12.750 140545 DEBUG nova.virt.libvirt.vif [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] vif_type=ovs instance=Instance(access_ip_v4=None,access_ip_v6=None,architecture=None,auto_disk_config=False,availability_zone='nova',cell_name=None,cleaned=False,compute_id=1,config_drive='',created_at=2026-09-16T09:49:33Z,default_ephemeral_device=None,default_swap_device=None,deleted=False,deleted_at=None,device_metadata=<?>,disable_terminate=False,display_description='tempest-TestVolumeBootPattern-server-2090555011',display_name='tempest-TestVolumeBootPattern-server-2090555011',ec2_ids=<?>,ephemeral_gb=0,ephemeral_key_uuid=None,fault=<?>,flavor=Flavor(11),hidden=False,host='devstack-92-210',hostname='tempest-testvolumebootpattern-server-2090555011',id=45,image_ref='',info_cache=InstanceInfoCache,instance_type_id=11,kernel_id='',key_data='ecdsa-sha2-nistp384 AAAAE2VjZHNhLXNoYTItbmlzdHAzODQAAAAIbmlzdHAzODQAAABhBFNyxIw2EPzPyiTGr5BL8qicM8scY4jyE7vGzJ8RS0jMhm5rM426iLMYqELiB3fyYcSfIRkoeKncXvzVSARQo9SUlpfQd+1I/5ehAZFv+C7ZS7WMOdVXr6tJf//MXrDjIQ==',key_name='tempest-TestVolumeBootPattern-1841194220',keypairs=<?>,launch_index=0,launched_at=2026-09-16T09:49:38Z,launched_on='devstack-92-210',locked=False,locked_by=None,memory_mb=192,metadata={},migration_context=<?>,new_flavor=None,node='devstack-92-210',numa_topology=None,old_flavor=None,os_type=None,pci_devices=<?>,pci_requests=<?>,power_state=1,progress=0,project_id='f42b2d5af84c4b0c8ae6b5e303424e0e',ramdisk_id='',reservation_id='r-ar0n752w',resources=None,root_device_name='/dev/vda',root_gb=1,security_groups=SecurityGroupList,services=<?>,shutdown_terminate=False,system_metadata={boot_roles='member,reader',image_base_image_ref='',image_hw_cdrom_bus='ide',image_hw_disk_bus='virtio',image_hw_input_bus=None,image_hw_machine_type='pc',image_hw_pointer_model=None,image_hw_rng_model='virtio',image_hw_video_model='virtio',image_hw_vif_model='virtio',image_min_disk='1',image_min_ram='0',image_owner_specified.openstack.md5='',image_owner_specified.openstack.object='images/cirros-0.6.1-x86_64-disk',image_owner_specified.openstack.sha256='',image_signature_verified='False',owner_project_name='tempest-TestVolumeBootPattern-957960803',owner_user_name='tempest-TestVolumeBootPattern-957960803-project-member'},tags=<?>,task_state='deleting',terminated_at=None,trusted_certs=<?>,updated_at=2026-09-16T09:49:39Z,user_data=None,user_id='67a5400c95994c6e95dc62c646132846',uuid=bf91602b-6a95-4684-8525-b5953c8e45d0,vcpu_model=<?>,vcpus=1,vm_mode=None,vm_state='active') vif={"id": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "address": "fa:16:3e:94:12:35", "network": {"id": "14e55711-c6bb-4785-bfef-e0d33ed29b92", "bridge": "br-int", "label": "tempest-TestVolumeBootPattern-707994293-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.4", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.59", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "f42b2d5af84c4b0c8ae6b5e303424e0e", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap23ddd46e-4c", "ovs_interfaceid": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} [00;33m{{(pid=140545) unplug /opt/stack/nova/nova/virt/libvirt/vif.py:884}}[00m
2026-09-16 02:50:12.751 140545 DEBUG nova.network.os_vif_util [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Converting VIF {"id": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "address": "fa:16:3e:94:12:35", "network": {"id": "14e55711-c6bb-4785-bfef-e0d33ed29b92", "bridge": "br-int", "label": "tempest-TestVolumeBootPattern-707994293-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.4", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.59", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "f42b2d5af84c4b0c8ae6b5e303424e0e", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap23ddd46e-4c", "ovs_interfaceid": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:511}}[00m
2026-09-16 02:50:12.751 140545 DEBUG nova.network.os_vif_util [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Converted object VIFOpenVSwitch(active=True,address=fa:16:3e:94:12:35,bridge_name='br-int',has_traffic_filtering=True,id=23ddd46e-4c04-4182-b4e2-a438947bb35e,network=Network(14e55711-c6bb-4785-bfef-e0d33ed29b92),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap23ddd46e-4c') [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:550}}[00m
2026-09-16 02:50:12.751 140545 DEBUG os_vif [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Unplugging vif VIFOpenVSwitch(active=True,address=fa:16:3e:94:12:35,bridge_name='br-int',has_traffic_filtering=True,id=23ddd46e-4c04-4182-b4e2-a438947bb35e,network=Network(14e55711-c6bb-4785-bfef-e0d33ed29b92),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap23ddd46e-4c') [00;33m{{(pid=140545) unplug /opt/stack/data/venv/lib/python3.12/site-packages/os_vif/__init__.py:133}}[00m
2026-09-16 02:50:12.760 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.769 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.784 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 12 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.784 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] Running txn 9b277b09 n=1 command(idx=0): DelPortCommand(_result=None, port=tap23ddd46e-4c, bridge=br-int, if_exists=True) [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:91}}[00m
2026-09-16 02:50:12.786 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.787 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] 0-ms timeout [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:248}}[00m
2026-09-16 02:50:12.787 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] txn 9b277b09 succeeded [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:137}}[00m
2026-09-16 02:50:12.789 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.790 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 12 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.790 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] Running txn 670dbbff n=1 command(idx=0): DbDestroyCommand(_result=None, table=QoS, record=4390a040-d432-4034-b9f8-7cd5b77a5ecb) [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:91}}[00m
2026-09-16 02:50:12.791 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.792 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] 0-ms timeout [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:248}}[00m
2026-09-16 02:50:12.792 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] txn 670dbbff succeeded [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:137}}[00m
2026-09-16 02:50:12.794 140545 INFO os_vif [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Successfully unplugged vif VIFOpenVSwitch(active=True,address=fa:16:3e:94:12:35,bridge_name='br-int',has_traffic_filtering=True,id=23ddd46e-4c04-4182-b4e2-a438947bb35e,network=Network(14e55711-c6bb-4785-bfef-e0d33ed29b92),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap23ddd46e-4c')
2026-09-16 02:50:12.796 140545 DEBUG nova.virt.libvirt.volume.fibrechannel [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] calling os-brick to detach FC Volume [00;33m{{(pid=140545) disconnect_volume /opt/stack/nova/nova/virt/libvirt/volume/fibrechannel.py:67}}[00m
2026-09-16 02:50:12.796 140545 DEBUG os_brick.initiator.connectors.fibre_channel [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] ==> disconnect_volume: call "{'args': (<os_brick.initiator.connectors.fibre_channel.FibreChannelConnector object at 0x7a342046f9b0>, {'target_wwn': ['50060e8028273d10'], 'target_discovered': False, 'target_lun': 2, 'qos_specs': None, 'access_mode': 'rw', 'encrypted': False, 'cacheable': False, 'enforce_multipath': True, 'targets': [['50060e8028273d10', 2]], 'device_path': '/dev/disk/by-path/pci-0000:11:00.0-fc-0x50060e8028273d10-lun-2'}, {'target_wwn': ['50060e8028273d10'], 'target_discovered': False, 'target_lun': 2, 'qos_specs': None, 'access_mode': 'rw', 'encrypted': False, 'cacheable': False, 'enforce_multipath': True, 'targets': [['50060e8028273d10', 2]], 'device_path': '/dev/disk/by-path/pci-0000:11:00.0-fc-0x50060e8028273d10-lun-2'}), 'kwargs': {'force': True}}" [00;33m{{(pid=140545) trace_logging_wrapper /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/utils.py:175}}[00m
2026-09-16 02:50:12.796 140545 DEBUG os_brick.initiator.connectors.base [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Acquiring lock "connect_volume" by "os_brick.initiator.connectors.fibre_channel.FibreChannelConnector.disconnect_volume" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/connectors/base.py:67}}[00m
2026-09-16 02:50:12.796 140545 DEBUG os_brick.initiator.connectors.base [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lock "connect_volume" acquired by "os_brick.initiator.connectors.fibre_channel.FibreChannelConnector.disconnect_volume" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/connectors/base.py:72}}[00m
2026-09-16 02:50:12.796 140545 DEBUG os_brick.initiator.connectors.fibre_channel [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Adding targets to connection properties receives: {'target_wwn': ['50060e8028273d10'], 'target_discovered': False, 'target_lun': 2, 'qos_specs': None, 'access_mode': 'rw', 'encrypted': False, 'cacheable': False, 'enforce_multipath': True, 'targets': [['50060e8028273d10', 2]], 'device_path': '/dev/disk/by-path/pci-0000:11:00.0-fc-0x50060e8028273d10-lun-2'} [00;33m{{(pid=140545) _add_targets_to_connection_properties /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/connectors/fibre_channel.py:82}}[00m
2026-09-16 02:50:12.797 140545 DEBUG os_brick.initiator.connectors.fibre_channel [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Adding targets to connection properties returns: {'target_wwn': ['50060e8028273d10'], 'target_discovered': False, 'target_lun': 2, 'qos_specs': None, 'access_mode': 'rw', 'encrypted': False, 'cacheable': False, 'enforce_multipath': True, 'targets': [('50060e8028273d10', 2)], 'device_path': '/dev/disk/by-path/pci-0000:11:00.0-fc-0x50060e8028273d10-lun-2'} [00;33m{{(pid=140545) _add_targets_to_connection_properties /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/connectors/fibre_channel.py:154}}[00m
2026-09-16 02:50:12.797 140545 DEBUG os_brick.initiator.connectors.fibre_channel [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] devices to remove = [{'device': '/dev/sde'}] [00;33m{{(pid=140545) disconnect_volume /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/connectors/fibre_channel.py:406}}[00m
2026-09-16 02:50:12.797 140545 DEBUG os_brick.initiator.linuxscsi [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Flushing IO for device /dev/sde [00;33m{{(pid=140545) flush_device_io /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/linuxscsi.py:461}}[00m
2026-09-16 02:50:12.809 140545 DEBUG os_brick.initiator.linuxscsi [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Remove SCSI device /dev/sde with /sys/block/sde/device/delete [00;33m{{(pid=140545) remove_scsi_device /opt/stack/data/venv/lib/python3.12/site-packages/os_brick/initiator/linuxscsi.py:149}}[00m
